id,description,deck_config,board_config,gantry_config,protocol_config,created_at,status,finished_at,fluid_state_id
1,"Protocol run: gantry=packages/core/configs/gantry/cub_xl_panda_pipetting_mock.yaml, deck=packages/core/configs/deck/panda_imported_deck_pipetting_mock.yaml, protocol=packages/core/configs/protocol/panda/vial_transfer_acceptance.yaml",packages/core/configs/deck/panda_imported_deck_pipetting_mock.yaml,,packages/core/configs/gantry/cub_xl_panda_pipetting_mock.yaml,packages/core/configs/protocol/panda/vial_transfer_acceptance.yaml,2026-07-15 08:03:41,completed,2026-07-15 08:03:41,1
