id,description,deck_config,board_config,gantry_config,protocol_config,created_at,status,finished_at,fluid_state_id
1,"Protocol run: gantry=packages/core/configs/gantry/cub_xl_panda_pipetting_mock.yaml, deck=packages/core/configs/deck/panda_imported_deck_pipetting_mock.yaml, protocol=/private/tmp/claude-501/-Users-alexchan-Documents-Ursa-CubOS/053acf2c-cb3a-4484-b468-3c6a4b5d1dc2/scratchpad/vialA_to_vialB.yaml",packages/core/configs/deck/panda_imported_deck_pipetting_mock.yaml,,packages/core/configs/gantry/cub_xl_panda_pipetting_mock.yaml,/private/tmp/claude-501/-Users-alexchan-Documents-Ursa-CubOS/053acf2c-cb3a-4484-b468-3c6a4b5d1dc2/scratchpad/vialA_to_vialB.yaml,2026-07-15 15:12:44,completed,2026-07-15 15:12:44,1
